project_id,year,period_ending_date,budget_component,usd_planned,actuals_usd,forecast_usd
PROJ-0017,2023,2023-10-26,Total Cost,152340.29,163555.72,
PROJ-0017,2023,2023-10-26,Total Margin,152340.29,151350.72,
PROJ-0017,2023,2023-11-23,Fees Revenue,,280733.55,
PROJ-0017,2023,2023-11-23,Fees Cost,,139116.62,
PROJ-0017,2023,2023-11-23,Fees Margin,,141616.93,
PROJ-0017,2023,2023-11-23,Expenses Revenue,,14325.51,
PROJ-0017,2023,2023-11-23,Expenses Cost,,14325.51,
PROJ-0017,2023,2023-11-23,Expenses Margin,,0.0,
PROJ-0017,2023,2023-11-23,Risk Reserve - Revenue,,0.0,
PROJ-0017,2023,2023-11-23,Risk Reserve - Cost,,0.0,
PROJ-0017,2023,2023-11-23,Risk Reserve - Margin,,0.0,
PROJ-0017,2023,2023-11-23,Total Revenue,292587.82,295059.06,
PROJ-0017,2023,2023-11-23,Total Cost,152340.29,153442.13,
PROJ-0017,2023,2023-11-23,Total Margin,152340.29,141616.93,
PROJ-0017,2023,2023-12-21,Fees Revenue,,264742.32,
PROJ-0017,2023,2023-12-21,Fees Cost,,130822.26,
PROJ-0017,2023,2023-12-21,Fees Margin,,133920.06,
PROJ-0017,2023,2023-12-21,Expenses Revenue,,16686.1,
PROJ-0017,2023,2023-12-21,Expenses Cost,,16686.1,
PROJ-0017,2023,2023-12-21,Expenses Margin,,0.0,
PROJ-0017,2023,2023-12-21,Risk Reserve - Revenue,,0.0,
PROJ-0017,2023,2023-12-21,Risk Reserve - Cost,,0.0,
PROJ-0017,2023,2023-12-21,Risk Reserve - Margin,,0.0,
PROJ-0017,2023,2023-12-21,Total Revenue,292587.82,281428.42,
PROJ-0017,2023,2023-12-21,Total Cost,152340.29,147508.36,
PROJ-0017,2023,2023-12-21,Total Margin,152340.29,133920.06,
PROJ-0017,2024,2024-01-18,Fees Revenue,,284270.69,
PROJ-0017,2024,2024-01-18,Fees Cost,,140581.45,
PROJ-0017,2024,2024-01-18,Fees Margin,,143689.24,
PROJ-0017,2024,2024-01-18,Expenses Revenue,,14840.76,
PROJ-0017,2024,2024-01-18,Expenses Cost,,14840.76,
PROJ-0017,2024,2024-01-18,Expenses Margin,,0.0,
PROJ-0017,2024,2024-01-18,Risk Reserve - Revenue,,0.0,
PROJ-0017,2024,2024-01-18,Risk Reserve - Cost,,0.0,
PROJ-0017,2024,2024-01-18,Risk Reserve - Margin,,0.0,
PROJ-0017,2024,2024-01-18,Total Revenue,356582.68,299111.45,
PROJ-0017,2024,2024-01-18,Total Cost,184902.68,155422.21,
PROJ-0017,2024,2024-01-18,Total Margin,184902.68,143689.24,
PROJ-0018,2024,2024-03-06,Fees Revenue,,559902.08,
PROJ-0018,2024,2024-03-06,Fees Cost,,282676.92,
PROJ-0018,2024,2024-03-06,Fees Margin,,277225.16,
PROJ-0018,2024,2024-03-06,Expenses Revenue,,16290.67,
PROJ-0018,2024,2024-03-06,Expenses Cost,,16290.67,
PROJ-0018,2024,2024-03-06,Expenses Margin,,0.0,
PROJ-0018,2024,2024-03-06,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-03-06,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-03-06,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-03-06,Total Revenue,573317.3,576192.75,
PROJ-0018,2024,2024-03-06,Total Cost,299384.96,298967.59,
PROJ-0018,2024,2024-03-06,Total Margin,299384.96,277225.16,
PROJ-0018,2024,2024-04-03,Fees Revenue,,518967.03,
PROJ-0018,2024,2024-04-03,Fees Cost,,263068.52,
PROJ-0018,2024,2024-04-03,Fees Margin,,255898.51,
PROJ-0018,2024,2024-04-03,Expenses Revenue,,20965.32,
PROJ-0018,2024,2024-04-03,Expenses Cost,,20965.32,
PROJ-0018,2024,2024-04-03,Expenses Margin,,0.0,
PROJ-0018,2024,2024-04-03,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-04-03,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-04-03,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-04-03,Total Revenue,573317.3,539932.35,
PROJ-0018,2024,2024-04-03,Total Cost,299384.96,284033.84,
PROJ-0018,2024,2024-04-03,Total Margin,299384.96,255898.51,
PROJ-0018,2024,2024-05-01,Fees Revenue,,544744.1,
PROJ-0018,2024,2024-05-01,Fees Cost,,275058.97,
PROJ-0018,2024,2024-05-01,Fees Margin,,269685.13,
PROJ-0018,2024,2024-05-01,Expenses Revenue,,15682.34,
PROJ-0018,2024,2024-05-01,Expenses Cost,,15682.34,
PROJ-0018,2024,2024-05-01,Expenses Margin,,0.0,
PROJ-0018,2024,2024-05-01,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-05-01,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-05-01,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-05-01,Total Revenue,573317.3,560426.44,
PROJ-0018,2024,2024-05-01,Total Cost,299384.96,290741.31,
PROJ-0018,2024,2024-05-01,Total Margin,299384.96,269685.13,
PROJ-0018,2024,2024-05-29,Fees Revenue,,515714.69,
PROJ-0018,2024,2024-05-29,Fees Cost,,260329.73,
PROJ-0018,2024,2024-05-29,Fees Margin,,255384.96,
PROJ-0018,2024,2024-05-29,Expenses Revenue,,17260.43,
PROJ-0018,2024,2024-05-29,Expenses Cost,,17260.43,
PROJ-0018,2024,2024-05-29,Expenses Margin,,0.0,
PROJ-0018,2024,2024-05-29,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-05-29,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-05-29,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-05-29,Total Revenue,573317.3,532975.12,
PROJ-0018,2024,2024-05-29,Total Cost,299384.96,277590.16,
PROJ-0018,2024,2024-05-29,Total Margin,299384.96,255384.96,
PROJ-0018,2024,2024-06-26,Fees Revenue,,521214.05,
PROJ-0018,2024,2024-06-26,Fees Cost,,264367.08,
PROJ-0018,2024,2024-06-26,Fees Margin,,256846.97,
PROJ-0018,2024,2024-06-26,Expenses Revenue,,19752.16,
PROJ-0018,2024,2024-06-26,Expenses Cost,,19752.16,
PROJ-0018,2024,2024-06-26,Expenses Margin,,0.0,
PROJ-0018,2024,2024-06-26,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-06-26,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-06-26,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-06-26,Total Revenue,573317.3,540966.21,
PROJ-0018,2024,2024-06-26,Total Cost,299384.96,284119.24,
PROJ-0018,2024,2024-06-26,Total Margin,299384.96,256846.97,
PROJ-0018,2024,2024-07-24,Fees Revenue,,541888.17,
PROJ-0018,2024,2024-07-24,Fees Cost,,272802.75,
PROJ-0018,2024,2024-07-24,Fees Margin,,269085.42,
PROJ-0018,2024,2024-07-24,Expenses Revenue,,20806.87,
PROJ-0018,2024,2024-07-24,Expenses Cost,,20806.87,
PROJ-0018,2024,2024-07-24,Expenses Margin,,0.0,
PROJ-0018,2024,2024-07-24,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-07-24,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-07-24,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-07-24,Total Revenue,573317.3,562695.04,
PROJ-0018,2024,2024-07-24,Total Cost,299384.96,293609.62,
PROJ-0018,2024,2024-07-24,Total Margin,299384.96,269085.42,
PROJ-0018,2024,2024-08-21,Fees Revenue,,538999.83,
PROJ-0018,2024,2024-08-21,Fees Cost,,272048.79,
PROJ-0018,2024,2024-08-21,Fees Margin,,266951.04,
PROJ-0018,2024,2024-08-21,Expenses Revenue,,17844.2,
PROJ-0018,2024,2024-08-21,Expenses Cost,,17844.2,
PROJ-0018,2024,2024-08-21,Expenses Margin,,0.0,
PROJ-0018,2024,2024-08-21,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-08-21,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-08-21,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-08-21,Total Revenue,573317.3,556844.03,
PROJ-0018,2024,2024-08-21,Total Cost,299384.96,289892.99,
PROJ-0018,2024,2024-08-21,Total Margin,299384.96,266951.04,
PROJ-0018,2024,2024-09-18,Fees Revenue,,542404.33,
PROJ-0018,2024,2024-09-18,Fees Cost,,274102.26,
PROJ-0018,2024,2024-09-18,Fees Margin,,268302.07,
PROJ-0018,2024,2024-09-18,Expenses Revenue,,18910.94,
PROJ-0018,2024,2024-09-18,Expenses Cost,,18910.94,
PROJ-0018,2024,2024-09-18,Expenses Margin,,0.0,
PROJ-0018,2024,2024-09-18,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-09-18,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-09-18,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-09-18,Total Revenue,573317.3,561315.27,
PROJ-0018,2024,2024-09-18,Total Cost,299384.96,293013.2,
PROJ-0018,2024,2024-09-18,Total Margin,299384.96,268302.07,
PROJ-0018,2024,2024-10-16,Fees Revenue,,535847.01,
PROJ-0018,2024,2024-10-16,Fees Cost,,271539.1,
PROJ-0018,2024,2024-10-16,Fees Margin,,264307.91,
PROJ-0018,2024,2024-10-16,Expenses Revenue,,20135.88,
PROJ-0018,2024,2024-10-16,Expenses Cost,,20135.88,
PROJ-0018,2024,2024-10-16,Expenses Margin,,0.0,
PROJ-0018,2024,2024-10-16,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-10-16,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-10-16,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-10-16,Total Revenue,573317.3,555982.89,
PROJ-0018,2024,2024-10-16,Total Cost,299384.96,291674.98,
PROJ-0018,2024,2024-10-16,Total Margin,299384.96,264307.91,
PROJ-0018,2024,2024-11-13,Fees Revenue,,527491.38,
PROJ-0018,2024,2024-11-13,Fees Cost,,265929.3,
PROJ-0018,2024,2024-11-13,Fees Margin,,261562.08,
PROJ-0018,2024,2024-11-13,Expenses Revenue,,14820.74,
PROJ-0018,2024,2024-11-13,Expenses Cost,,14820.74,
PROJ-0018,2024,2024-11-13,Expenses Margin,,0.0,
PROJ-0018,2024,2024-11-13,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-11-13,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-11-13,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-11-13,Total Revenue,573317.3,542312.12,
PROJ-0018,2024,2024-11-13,Total Cost,299384.96,280750.04,
PROJ-0018,2024,2024-11-13,Total Margin,299384.96,261562.08,
PROJ-0018,2024,2024-12-11,Fees Revenue,,590385.64,
PROJ-0018,2024,2024-12-11,Fees Cost,,297617.15,
PROJ-0018,2024,2024-12-11,Fees Margin,,292768.49,
PROJ-0018,2024,2024-12-11,Expenses Revenue,,22392.53,
PROJ-0018,2024,2024-12-11,Expenses Cost,,22392.53,
PROJ-0018,2024,2024-12-11,Expenses Margin,,0.0,
PROJ-0018,2024,2024-12-11,Risk Reserve - Revenue,,0.0,
PROJ-0018,2024,2024-12-11,Risk Reserve - Cost,,0.0,
PROJ-0018,2024,2024-12-11,Risk Reserve - Margin,,0.0,
PROJ-0018,2024,2024-12-11,Total Revenue,573317.3,612778.17,
PROJ-0018,2024,2024-12-11,Total Cost,299384.96,320009.68,
PROJ-0018,2024,2024-12-11,Total Margin,299384.96,292768.49,
PROJ-0018,2025,2025-01-08,Fees Revenue,,,520479.58
PROJ-0018,2025,2025-01-08,Fees Cost,,,263227.29
PROJ-0018,2025,2025-01-08,Fees Margin,,,257252.29
PROJ-0018,2025,2025-01-08,Expenses Revenue,,,27432.76
PROJ-0018,2025,2025-01-08,Expenses Cost,,,27432.76
PROJ-0018,2025,2025-01-08,Expenses Margin,,,0.0
PROJ-0018,2025,2025-01-08,Risk Reserve - Revenue,,,0.0
PROJ-0018,2025,2025-01-08,Risk Reserve - Cost,,,0.0
PROJ-0018,2025,2025-01-08,Risk Reserve - Margin,,,0.0
PROJ-0018,2025,2025-01-08,Total Revenue,,,547912.34
PROJ-0018,2025,2025-01-08,Total Cost,,,290660.05
PROJ-0018,2025,2025-01-08,Total Margin,,,257252.29
PROJ-0018,2025,2025-02-05,Fees Revenue,,,520819.87
PROJ-0018,2025,2025-02-05,Fees Cost,,,263197.32
PROJ-0018,2025,2025-02-05,Fees Margin,,,257622.55
PROJ-0018,2025,2025-02-05,Expenses Revenue,,,24556.05
PROJ-0018,2025,2025-02-05,Expenses Cost,,,24556.05
PROJ-0018,2025,2025-02-05,Expenses Margin,,,0.0
PROJ-0018,2025,2025-02-05,Risk Reserve - Revenue,,,0.0
PROJ-0018,2025,2025-02-05,Risk Reserve - Cost,,,0.0
PROJ-0018,2025,2025-02-05,Risk Reserve - Margin,,,0.0
PROJ-0018,2025,2025-02-05,Total Revenue,,,545375.92
PROJ-0018,2025,2025-02-05,Total Cost,,,287753.37
PROJ-0018,2025,2025-02-05,Total Margin,,,257622.55
PROJ-0018,2025,2025-03-05,Fees Revenue,,,534654.79
PROJ-0018,2025,2025-03-05,Fees Cost,,,269882.98
PROJ-0018,2025,2025-03-05,Fees Margin,,,264771.81
PROJ-0018,2025,2025-03-05,Expenses Revenue,,,21401.35
PROJ-0018,2025,2025-03-05,Expenses Cost,,,21401.35
PROJ-0018,2025,2025-03-05,Expenses Margin,,,0.0
PROJ-0018,2025,2025-03-05,Risk Reserve - Revenue,,,0.0
PROJ-0018,2025,2025-03-05,Risk Reserve - Cost,,,0.0
PROJ-0018,2025,2025-03-05,Risk Reserve - Margin,,,0.0
PROJ-0018,2025,2025-03-05,Total Revenue,,,556056.14
PROJ-0018,2025,2025-03-05,Total Cost,,,291284.33
PROJ-0018,2025,2025-03-05,Total Margin,,,264771.81
PROJ-0018,2025,2025-04-02,Fees Revenue,,,526208.12
PROJ-0018,2025,2025-04-02,Fees Cost,,,265787.94
PROJ-0018,2025,2025-04-02,Fees Margin,,,260420.18
PROJ-0018,2025,2025-04-02,Expenses Revenue,,,22368.32
PROJ-0018,2025,2025-04-02,Expenses Cost,,,22368.32
PROJ-0018,2025,2025-04-02,Expenses Margin,,,0.0
PROJ-0018,2025,2025-04-02,Risk Reserve - Revenue,,,0.0
PROJ-0018,2025,2025-04-02,Risk Reserve - Cost,,,0.0
PROJ-0018,2025,2025-04-02,Risk Reserve - Margin,,,0.0
PROJ-0018,2025,2025-04-02,Total Revenue,,,548576.44
PROJ-0018,2025,2025-04-02,Total Cost,,,288156.26
PROJ-0018,2025,2025-04-02,Total Margin,,,260420.18
PROJ-0019,2024,2024-02-27,Fees Revenue,,306491.05,
PROJ-0019,2024,2024-02-27,Fees Cost,,150999.37,
PROJ-0019,2024,2024-02-27,Fees Margin,,155491.68,
PROJ-0019,2024,2024-02-27,Expenses Revenue,,23188.92,
PROJ-0019,2024,2024-02-27,Expenses Cost,,23188.92,
PROJ-0019,2024,2024-02-27,Expenses Margin,,0.0,
PROJ-0019,2024,2024-02-27,Risk Reserve - Revenue,,29994.1,
PROJ-0019,2024,2024-02-27,Risk Reserve - Cost,,29994.1,
PROJ-0019,2024,2024-02-27,Risk Reserve - Margin,,0.0,
PROJ-0019,2024,2024-02-27,Total Revenue,366943.06,359674.07,
PROJ-0019,2024,2024-02-27,Total Cost,207097.28,204182.39,
PROJ-0019,2024,2024-02-27,Total Margin,207097.28,155491.68,
PROJ-0019,2024,2024-03-26,Fees Revenue,,312609.63,
PROJ-0019,2024,2024-03-26,Fees Cost,,154143.89,
PROJ-0019,2024,2024-03-26,Fees Margin,,158465.74,
PROJ-0019,2024,2024-03-26,Expenses Revenue,,18328.69,
PROJ-0019,2024,2024-03-26,Expenses Cost,,18328.69,
PROJ-0019,2024,2024-03-26,Expenses Margin,,0.0,
PROJ-0019,2024,2024-03-26,Risk Reserve - Revenue,,30592.88,
PROJ-0019,2024,2024-03-26,Risk Reserve - Cost,,30592.88,
PROJ-0019,2024,2024-03-26,Risk Reserve - Margin,,0.0,
PROJ-0019,2024,2024-03-26,Total Revenue,366943.06,361531.2,
PROJ-0019,2024,2024-03-26,Total Cost,207097.28,203065.46,
PROJ-0019,2024,2024-03-26,Total Margin,207097.28,158465.74,
PROJ-0019,2024,2024-04-23,Fees Revenue,,300348.56,
PROJ-0019,2024,2024-04-23,Fees Cost,,147312.45,
PROJ-0019,2024,2024-04-23,Fees Margin,,153036.11,
PROJ-0019,2024,2024-04-23,Expenses Revenue,,16436.94,
PROJ-0019,2024,2024-04-23,Expenses Cost,,16436.94,
PROJ-0019,2024,2024-04-23,Expenses Margin,,0.0,
PROJ-0019,2024,2024-04-23,Risk Reserve - Revenue,,29392.97,
PROJ-0019,2024,2024-04-23,Risk Reserve - Cost,,29392.97,
PROJ-0019,2024,2024-04-23,Risk Reserve - Margin,,0.0,
PROJ-0019,2024,2024-04-23,Total Revenue,366943.06,346178.47,
PROJ-0019,2024,2024-04-23,Total Cost,207097.28,193142.36,
PROJ-0019,2024,2024-04-23,Total Margin,207097.28,153036.11,
PROJ-0019,2024,2024-05-21,Fees Revenue,,308711.53,
PROJ-0019,2024,2024-05-21,Fees Cost,,152254.84,
PROJ-0019,2024,2024-05-21,Fees Margin,,156456.69,
PROJ-0019,2024,2024-05-21,Expenses Revenue,,17526.02,
PROJ-0019,2024,2024-05-21,Expenses Cost,,17526.02,
PROJ-0019,2024,2024-05-21,Expenses Margin,,0.0,
PROJ-0019,2024,2024-05-21,Risk Reserve - Revenue,,30211.4,
PROJ-0019,2024,2024-05-21,Risk Reserve - Cost,,30211.4,
PROJ-0019,2024,2024-05-21,Risk Reserve - Margin,,0.0,
PROJ-0019,2024,2024-05-21,Total Revenue,366943.06,356448.95,
PROJ-0019,2024,2024-05-21,Total Cost,207097.28,199992.26,
PROJ-0019,2024,2024-05-21,Total Margin,207097.28,156456.69,
PROJ-0019,2024,2024-06-18,Fees Revenue,,288877.47,
PROJ-0019,2024,2024-06-18,Fees Cost,,142699.3,
PROJ-0019,2024,2024-06-18,Fees Margin,,146178.17,
PROJ-0019,2024,2024-06-18,Expenses Revenue,,19223.91,
PROJ-0019,2024,2024-06-18,Expenses Cost,,19223.91,
PROJ-0019,2024,2024-06-18,Expenses Margin,,0.0,
PROJ-0019,2024,2024-06-18,Risk Reserve - Revenue,,28270.38,
PROJ-0019,2024,2024-06-18,Risk Reserve - Cost,,28270.38,
PROJ-0019,2024,2024-06-18,Risk Reserve - Margin,,0.0,
PROJ-0019,2024,2024-06-18,Total Revenue,366943.06,336371.76,
PROJ-0019,2024,2024-06-18,Total Cost,207097.28,190193.59,
PROJ-0019,2024,2024-06-18,Total Margin,207097.28,146178.17,
PROJ-0019,2024,2024-07-16,Fees Revenue,,307699.8,
PROJ-0019,2024,2024-07-16,Fees Cost,,151783.77,
PROJ-0019,2024,2024-07-16,Fees Margin,,155916.03,
PROJ-0019,2024,2024-07-16,Expenses Revenue,,20485.29,
PROJ-0019,2024,2024-07-16,Expenses Cost,,20485.29,
PROJ-0019,2024,2024-07-16,Expenses Margin,,0.0,
PROJ-0019,2024,2024-07-16,Risk Reserve - Revenue,,30112.39,
PROJ-0019,2024,2024-07-16,Risk Reserve - Cost,,30112.39,
PROJ-0019,2024,2024-07-16,Risk Reserve - Margin,,0.0,
PROJ-0019,2024,2024-07-16,Total Revenue,366943.06,358297.48,
PROJ-0019,2024,2024-07-16,Total Cost,207097.28,202381.45,
PROJ-0019,2024,2024-07-16,Total Margin,207097.28,155916.03,
PROJ-0020,2023,2023-06-10,Fees Revenue,,528059.51,
PROJ-0020,2023,2023-06-10,Fees Cost,,266445.08,
PROJ-0020,2023,2023-06-10,Fees Margin,,261614.43,
PROJ-0020,2023,2023-06-10,Expenses Revenue,,19599.28,
PROJ-0020,2023,2023-06-10,Expenses Cost,,19599.28,
PROJ-0020,2023,2023-06-10,Expenses Margin,,0.0,
PROJ-0020,2023,2023-06-10,Risk Reserve - Revenue,,0.0,
PROJ-0020,2023,2023-06-10,Risk Reserve - Cost,,0.0,
PROJ-0020,2023,2023-06-10,Risk Reserve - Margin,,0.0,
PROJ-0020,2023,2023-06-10,Total Revenue,579347.76,547658.79,
PROJ-0020,2023,2023-06-10,Total Cost,303996.91,286044.36,
PROJ-0020,2023,2023-06-10,Total Margin,303996.91,261614.43,
PROJ-0020,2023,2023-07-08,Fees Revenue,,554592.84,
PROJ-0020,2023,2023-07-08,Fees Cost,,279312.84,
PROJ-0020,2023,2023-07-08,Fees Margin,,275280.0,
PROJ-0020,2023,2023-07-08,Expenses Revenue,,23008.24,
PROJ-0020,2023,2023-07-08,Expenses Cost,,23008.24,
PROJ-0020,2023,2023-07-08,Expenses Margin,,0.0,
PROJ-0020,2023,2023-07-08,Risk Reserve - Revenue,,0.0,
PROJ-0020,2023,2023-07-08,Risk Reserve - Cost,,0.0,
PROJ-0020,2023,2023-07-08,Risk Reserve - Margin,,0.0,
PROJ-0020,2023,2023-07-08,Total Revenue,579347.76,577601.08,
PROJ-0020,2023,2023-07-08,Total Cost,303996.91,302321.08,
PROJ-0020,2023,2023-07-08,Total Margin,303996.91,275280.0,
PROJ-0020,2023,2023-08-05,Fees Revenue,,517384.67,
PROJ-0020,2023,2023-08-05,Fees Cost,,262172.99,
PROJ-0020,2023,2023-08-05,Fees Margin,,255211.68,
PROJ-0020,2023,2023-08-05,Expenses Revenue,,22732.77,
PROJ-0020,2023,2023-08-05,Expenses Cost,,22732.77,
PROJ-0020,2023,2023-08-05,Expenses Margin,,0.0,
PROJ-0020,2023,2023-08-05,Risk Reserve - Revenue,,0.0,
PROJ-0020,2023,2023-08-05,Risk Reserve - Cost,,0.0,
PROJ-0020,2023,2023-08-05,Risk Reserve - Margin,,0.0,
PROJ-0020,2023,2023-08-05,Total Revenue,579347.76,540117.44,
PROJ-0020,2023,2023-08-05,Total Cost,303996.91,284905.76,
PROJ-0020,2023,2023-08-05,Total Margin,303996.91,255211.68,
PROJ-0020,2023,2023-09-02,Fees Revenue,,552882.48,
PROJ-0020,2023,2023-09-02,Fees Cost,,278442.44,
PROJ-0020,2023,2023-09-02,Fees Margin,,274440.04,
PROJ-0020,2023,2023-09-02,Expenses Revenue,,26306.29,
PROJ-0020,2023,2023-09-02,Expenses Cost,,26306.29,
PROJ-0020,2023,2023-09-02,Expenses Margin,,0.0,
PROJ-0020,2023,2023-09-02,Risk Reserve - Revenue,,0.0,
PROJ-0020,2023,2023-09-02,Risk Reserve - Cost,,0.0,
PROJ-0020,2023,2023-09-02,Risk Reserve - Margin,,0.0,
PROJ-0020,2023,2023-09-02,Total Revenue,579347.76,579188.77,
PROJ-0020,2023,2023-09-02,Total Cost,303996.91,304748.73,
PROJ-0020,2023,2023-09-02,Total Margin,303996.91,274440.04,
PROJ-0020,2023,2023-09-30,Fees Revenue,,548080.92,
PROJ-0020,2023,2023-09-30,Fees Cost,,276919.52,
PROJ-0020,2023,2023-09-30,Fees Margin,,271161.4,
PROJ-0020,2023,2023-09-30,Expenses Revenue,,26473.99,
PROJ-0020,2023,2023-09-30,Expenses Cost,,26473.99,
PROJ-0020,2023,2023-09-30,Expenses Margin,,0.0,
PROJ-0020,2023,2023-09-30,Risk Reserve - Revenue,,0.0,
PROJ-0020,2023,2023-09-30,Risk Reserve - Cost,,0.0,
PROJ-0020,2023,2023-09-30,Risk Reserve - Margin,,0.0,
PROJ-0020,2023,2023-09-30,Total Revenue,579347.76,574554.91,
PROJ-0020,2023,2023-09-30,Total Cost,303996.91,303393.51,
PROJ-0020,2023,2023-09-30,Total Margin,303996.91,271161.4,
PROJ-0020,2023,2023-10-28,Fees Revenue,,548576.18,
PROJ-0020,2023,2023-10-28,Fees Cost,,276417.49,
PROJ-0020,2023,2023-10-28,Fees Margin,,272158.69,
PROJ-0020,2023,2023-10-28,Expenses Revenue,,19578.27,
PROJ-0020,2023,2023-10-28,Expenses Cost,,19578.27,
PROJ-0020,2023,2023-10-28,Expenses Margin,,0.0,
PROJ-0020,2023,2023-10-28,Risk Reserve - Revenue,,0.0,
PROJ-0020,2023,2023-10-28,Risk Reserve - Cost,,0.0,
PROJ-0020,2023,2023-10-28,Risk Reserve - Margin,,0.0,
PROJ-0020,2023,2023-10-28,Total Revenue,579347.76,568154.45,
PROJ-0020,2023,2023-10-28,Total Cost,303996.91,295995.76,
PROJ-0020,2023,2023-10-28,Total Margin,303996.91,272158.69,
